Item_Name,Hero_Name,Item_Type
Spines of the Ferocious Toxicant,Venomancer,Equipment
Spines of the Virulent Krait,Venomancer,Equipment
Venomous Deathbringer Hood,Venomancer,Equipment
Wings of the Fatal Bloom,Venomancer,Equipment
Acidic Tail of the Hydra,Venomancer,Equipment
Tail of the Fatal Bloom,Venomancer,Equipment
Tail of the Ferocious Toxicant,Venomancer,Equipment
Tail of the Molokau Stalker,Venomancer,Equipment
Tail of the Virulent Krait,Venomancer,Equipment
Venomous Deathbringer Tail,Venomancer,Equipment
Acidic Ward of the Hydra,Venomancer,Equipment
Splattering Forcipule,Venomancer,Equipment
Venomous Deathbringer Ward,Venomancer,Equipment
Ward of the Fatal Bloom,Venomancer,Equipment
Ward of the Ferocious Toxicant,Venomancer,Equipment
Ward of the Molokau Stalker,Venomancer,Equipment
Watcher of the Virulent Krait,Venomancer,Equipment
Taunt: Bananadancer,Venomancer,Equipment
Golden Venoling,Venomancer,Gear
Venoling,Venomancer,Gear
Toxic Gaze,Venomancer,Gear
Acid Hydra Cursor Pack,Venomancer,Gear
Acid Hydra Loading Screen,Venomancer,Gear
Corruption of the Virulent Krait Loading Screen,Venomancer,Gear
Ferocious Toxicant Loading Screen,Venomancer,Gear
Loading Screen of the Fatal Bloom,Venomancer,Gear
Mini Heroes Loading Screen,Venomancer,Gear
Sweet Toxin Loading Screen,Venomancer,Gear
Venomous Deathbringer Loading Screen,Venomancer,Gear
Artisan of Havoc Hook,Clockwerk,Equipment
Battletrap Battlewrench,Clockwerk,Equipment
Clock Master's Hook,Clockwerk,Equipment
Hammer of the Mechanised Pilgrim,Clockwerk,Equipment
Harpoon of the Keen Commander,Clockwerk,Equipment
Harpoon of the Pressure Regulator,Clockwerk,Equipment
Hook of the Iron Clock Knight,Clockwerk,Equipment
Mortar Forge Claw,Clockwerk,Equipment
Talon of the Steelcrow,Clockwerk,Equipment
Warcog Trench Digger,Clockwerk,Equipment
Artisan of Havoc Helmet,Clockwerk,Equipment
Battletrap Battlehelm,Clockwerk,Equipment
Cap of the Keen Commander,Clockwerk,Equipment
Clock Master's Helmet,Clockwerk,Equipment
Diving Helm of the Pressure Regulator,Clockwerk,Equipment
Eternal Machine Head,Clockwerk,Equipment
Head of the Iron Clock Knight,Clockwerk,Equipment
Helmet of the Steelcrow,Clockwerk,Equipment
Mortar Forge Helm,Clockwerk,Equipment
Scrapper's Helm,Clockwerk,Equipment
Searchlight Helm of the Mechanised Pilgrim,Clockwerk,Equipment
Warcog Metal Mask,Clockwerk,Equipment
Armor of the Iron Clock Knight,Clockwerk,Equipment
Armor of the Mechanised Pilgrim,Clockwerk,Equipment
Artisan of Havoc Armor,Clockwerk,Equipment
Battletrap Armor,Clockwerk,Equipment
Clock Master's Survival Gear,Clockwerk,Equipment
Gear of the Keen Commander,Clockwerk,Equipment
Mortar Forge Steam Exoskeleton,Clockwerk,Equipment
Pack of the Steelcrow,Clockwerk,Equipment
Valves of the Pressure Regulator,Clockwerk,Equipment
Warcog Body Armor,Clockwerk,Equipment
Artisan of Havoc Rocket,Clockwerk,Equipment
Battletrap Bullet Flare,Clockwerk,Equipment
Clock Master's Bunker Rocket,Clockwerk,Equipment
Flare of the Mechanised Pilgrim,Clockwerk,Equipment
Mortar Forge Rocket Cannon,Clockwerk,Equipment
Paraflare Cannon,Clockwerk,Equipment
Rocket of the Iron Clock Knight,Clockwerk,Equipment
Rocket of the Keen Commander,Clockwerk,Equipment
Rocket of the Steelcrow,Clockwerk,Equipment
Torpedo of the Pressure Regulator,Clockwerk,Equipment
Warcog Blaster Shell,Clockwerk,Equipment
Battletrap Battle Cog,Clockwerk,Equipment
Clock Master's Power Cogs,Clockwerk,Equipment
Cog of the Keen Commander,Clockwerk,Equipment
Cog of the Mechanised Pilgrim,Clockwerk,Equipment
Mines of the Pressure Regulator,Clockwerk,Equipment
Telebolt Projektor,Clockwerk,Equipment
Warcog Electro Zapper,Clockwerk,Equipment
Taunt: Do the Robot!,Clockwerk,Equipment
Kinetic: Teleboltin'!,Clockwerk,Equipment
Clockwerk Watcher,Clockwerk,Gear
Gear Tooth,Clockwerk,Gear
Warcog Cursor Pack,Clockwerk,Gear
Announcer: Clockwerk,Clockwerk,Gear
Artisan of Havoc Loading Screen,Clockwerk,Gear
Battletrap Loading Screen,Clockwerk,Gear
Clock Master's Loading Screen,Clockwerk,Gear
Loading Screen of the Mechanised Pilgrim,Clockwerk,Gear
Mini Heroes Loading Screen,Clockwerk,Gear
Mortar Forge Loading Screen,Clockwerk,Gear
Pressure Regulator Loading Screen,Clockwerk,Gear
Steelcrow Munitions Loading Screen,Clockwerk,Gear
Warcog Loading Screen,Clockwerk,Gear
Birch of the Eternal Seasons,Nature's_Prophet,Equipment
Curled Root-Staff,Nature's_Prophet,Equipment
Enchanted Manglewood Staff,Nature's_Prophet,Equipment
Flower Staff of the Peace-Bringer,Nature's_Prophet,Equipment
Fluttering Staff,Nature's_Prophet,Equipment
Nature's Grip,Nature's_Prophet,Equipment
Pride of the Woodland Outcast,Nature's_Prophet,Equipment
Primeval Staff,Nature's_Prophet,Equipment
Runestaff of Verodicia,Nature's_Prophet,Equipment
Savage Orchid,Nature's_Prophet,Equipment
Scythe of Ice,Nature's_Prophet,Equipment
Scythe of Vyse (Equipment),Nature's_Prophet,Equipment
Sinorian Sphere Staff,Nature's_Prophet,Equipment
Spectrolite Staff,Nature's_Prophet,Equipment
Staff of Bird's Stone,Nature's_Prophet,Equipment
Staff of the Dread Prophet,Nature's_Prophet,Equipment
Staff of the Eagle,Nature's_Prophet,Equipment
Staff of the Enduring Colt,Nature's_Prophet,Equipment
Staff of the Father,Nature's_Prophet,Equipment
Staff of the Fungal Lord,Nature's_Prophet,Equipment
Staff of the Lunar Tree,Nature's_Prophet,Equipment
Staff of the Sovereign,Nature's_Prophet,Equipment
Staff of the Truebark Adherent,Nature's_Prophet,Equipment
Staff of the Tusk-Bereft,Nature's_Prophet,Equipment
Sufferwood Sapling,Nature's_Prophet,Equipment
Cap of the Fungal Lord,Nature's_Prophet,Equipment
Crown of the Truebark Adherent,Nature's_Prophet,Equipment
Diadem of the Goddess Enthroned,Nature's_Prophet,Equipment
Grand Crown of the Gigas,Nature's_Prophet,Equipment
Helm of Bird's Stone,Nature's_Prophet,Equipment
Horns of Noblesse,Nature's_Prophet,Equipment
Horns of the Forest Lord,Nature's_Prophet,Equipment
Horns of the Peace-Bringer,Nature's_Prophet,Equipment
Horns of the Sovereign,Nature's_Prophet,Equipment
Mane of the Eternal Seasons,Nature's_Prophet,Equipment
Metal Horns,Nature's_Prophet,Equipment
Mighty Horns of the Father,Nature's_Prophet,Equipment
Primeval Horns,Nature's_Prophet,Equipment
Squid of the Dread Prophet,Nature's_Prophet,Equipment
Stature of the Woodland Outcast,Nature's_Prophet,Equipment
Twin Bull Adornment,Nature's_Prophet,Equipment
Beard of Cycles,Nature's_Prophet,Equipment
Beard of the Dread Prophet,Nature's_Prophet,Equipment
Beard of the Father,Nature's_Prophet,Equipment
Beard of the Peace-Bringer,Nature's_Prophet,Equipment
Beard of the Sovereign,Nature's_Prophet,Equipment
Beard of the Truebark Adherent,Nature's_Prophet,Equipment
Beard of the Woodland Outcast,Nature's_Prophet,Equipment
Doubly Braided Beard,Nature's_Prophet,Equipment
Locks of the Eternal Seasons,Nature's_Prophet,Equipment
Luxuriant Chin-Foliage,Nature's_Prophet,Equipment
Modestly Braided Beard,Nature's_Prophet,Equipment
Primeval Beard,Nature's_Prophet,Equipment
Wild Moss Beard of the Fungal Lord,Nature's_Prophet,Equipment
Braid of the Father,Nature's_Prophet,Equipment
Castor's Spaulder,Nature's_Prophet,Equipment
Crest of Bird's Stone,Nature's_Prophet,Equipment
Druidic Ritual Crest,Nature's_Prophet,Equipment
Flared Wooden Crest,Nature's_Prophet,Equipment
Lei of the Peace-Bringer,Nature's_Prophet,Equipment
Mantle of the Truebark Adherent,Nature's_Prophet,Equipment
Pauldron of Al-Fusha,Nature's_Prophet,Equipment
Pauldrons of the Dread Prophet,Nature's_Prophet,Equipment
Pauldrons of the Sovereign,Nature's_Prophet,Equipment
Petals of the Woodland Outcast,Nature's_Prophet,Equipment
Primeval Shoulder,Nature's_Prophet,Equipment
Runed Ailettes,Nature's_Prophet,Equipment
Shoulders of the Eternal Seasons,Nature's_Prophet,Equipment
Shoulders of the Fungal Lord,Nature's_Prophet,Equipment
Cape of the Dread Prophet,Nature's_Prophet,Equipment
Cape of the Sovereign,Nature's_Prophet,Equipment
Cape of the Truebark Adherent,Nature's_Prophet,Equipment
Cape of Verdant Dreaming,Nature's_Prophet,Equipment
Coat of the Elder Grove,Nature's_Prophet,Equipment
Drape of Bird's Stone,Nature's_Prophet,Equipment
Drape of Foliate Magery,Nature's_Prophet,Equipment
Great Moss Cape of the Fungal Lord,Nature's_Prophet,Equipment
Pack of the Woodland Outcast,Nature's_Prophet,Equipment
Primeval Cape,Nature's_Prophet,Equipment
Robes of the Eternal Seasons,Nature's_Prophet,Equipment
Toga of the Peace-Bringer,Nature's_Prophet,Equipment
Verdant Shawl of the Father,Nature's_Prophet,Equipment
Arms of the Eternal Seasons,Nature's_Prophet,Equipment
Bracers of Bird's Stone,Nature's_Prophet,Equipment
Bracers of the Dread Prophet,Nature's_Prophet,Equipment
Bracers of the Sovereign,Nature's_Prophet,Equipment
Bracers of the Truebark Adherent,Nature's_Prophet,Equipment
Cuffs of Oak and Yew,Nature's_Prophet,Equipment
Guard of the Deep Tribes,Nature's_Prophet,Equipment
Ironwood Arms of the Fungal Lord,Nature's_Prophet,Equipment
Oak of the Woodland Outcast,Nature's_Prophet,Equipment
Pine-Sage Sigil Stones,Nature's_Prophet,Equipment
Primeval Bracers,Nature's_Prophet,Equipment
Tusked Bracers,Nature's_Prophet,Equipment
Wrist Guards of the Father,Nature's_Prophet,Equipment
Bonsaiko,Nature's_Prophet,Equipment
Call of the Dendrochron,Nature's_Prophet,Equipment
Children of Verodicia,Nature's_Prophet,Equipment
Coralents of the Dread Prophet,Nature's_Prophet,Equipment
Evergreen Stalker,Nature's_Prophet,Equipment
Flowering Treant,Nature's_Prophet,Equipment
Hallowed Horde,Nature's_Prophet,Equipment
Living Nelum,Nature's_Prophet,Equipment
Primeval Treant,Nature's_Prophet,Equipment
Ravenous Woodfang,Nature's_Prophet,Equipment
Shroom Thing,Nature's_Prophet,Equipment
Shroomling,Nature's_Prophet,Equipment
Treant of the Truebark Adherent,Nature's_Prophet,Equipment
Taunt: Make It Rain,Nature's_Prophet,Equipment
Taunt: Shredding the Lute Invisible,Nature's_Prophet,Equipment
Taunt: Victory Jig,Nature's_Prophet,Equipment
Kinetic: Turbulent Teleport,Nature's_Prophet,Equipment
Kinetic: When Nature Attacks,Nature's_Prophet,Equipment
Shagbark,Nature's_Prophet,Gear
Shagbark the Plush,Nature's_Prophet,Gear
Stumpy - Nature's Attendant,Nature's_Prophet,Gear
Familiar Woods,Nature's_Prophet,Gear
Nature,Nature's_Prophet,Gear
Announcer: Nature's Prophet,Nature's_Prophet,Gear
Eternal Seasons Loading Screen,Nature's_Prophet,Gear
Father of the Forest Loading Screen,Nature's_Prophet,Gear
Loading Screen of the Truebark Adherent,Nature's_Prophet,Gear
Mini Heroes Loading Screen,Nature's_Prophet,Gear
Primeval Prophet Loading Screen,Nature's_Prophet,Gear
Winter 2016 Loading Screen I,Nature's_Prophet,Gear
Aqwanderer Crown,Dark_Seer,Equipment
Craniomancer,Dark_Seer,Equipment
Crown of the Imperial Relics,Dark_Seer,Equipment
Crown of the Sapphire Shroud,Dark_Seer,Equipment
Gombangdae Dosa Helmet,Dark_Seer,Equipment
Helm of the Artif Convert,Dark_Seer,Equipment
Hood of the Forgotten Tactician,Dark_Seer,Equipment
Hood of the Vizier Exile,Dark_Seer,Equipment
Aqwanderer Neckbrace,Dark_Seer,Equipment
Collar of Command,Dark_Seer,Equipment
Collar of the Forgotten Tactician,Dark_Seer,Equipment
Dark General's Mantle,Dark_Seer,Equipment
Drapes of the Vizier Exile,Dark_Seer,Equipment
Gombangdae Dosa Shoulders,Dark_Seer,Equipment
Mantle of the Sapphire Shroud,Dark_Seer,Equipment
Pauldrons of the Artif Convert,Dark_Seer,Equipment
Pauldrons of the Imperial Relics,Dark_Seer,Equipment
Aqwanderer Carapace,Dark_Seer,Equipment
Book of the Vizier Exile,Dark_Seer,Equipment
Flower of the Sapphire Shroud,Dark_Seer,Equipment
Gombangdae Dosa Back,Dark_Seer,Equipment
Harness of the Forgotten Tactician,Dark_Seer,Equipment
Ring of Command,Dark_Seer,Equipment
Scrolls of the Artif Convert,Dark_Seer,Equipment
Totems of the Imperial Relics,Dark_Seer,Equipment
Aqwanderer Bracers,Dark_Seer,Equipment
Armlets of Command,Dark_Seer,Equipment
Arms of the Sapphire Shroud,Dark_Seer,Equipment
Bracelet of the Vizier Exile,Dark_Seer,Equipment
Bracers of Forlorn Precipice,Dark_Seer,Equipment
Bracers of the Forgotten Tactician,Dark_Seer,Equipment
Golden Bracers of Forlorn Precipice,Dark_Seer,Equipment
Gombangdae Dosa Arms,Dark_Seer,Equipment
Sleeves of the Artif Convert,Dark_Seer,Equipment
Wraps of the Imperial Relics,Dark_Seer,Equipment
Aqwanderer Boots,Dark_Seer,Equipment
Belt of the Artif Convert,Dark_Seer,Equipment
Belt of the Forgotten Tactician,Dark_Seer,Equipment
Belt of the Sapphire Shroud,Dark_Seer,Equipment
Gombangdae Dosa Belt,Dark_Seer,Equipment
Greaves of the Imperial Relics,Dark_Seer,Equipment
Waistguard of Command,Dark_Seer,Equipment
Forgotten Tactician Loading Screen,Dark_Seer,Gear
Imperial Relics Loading Screen,Dark_Seer,Gear
Loading Screen of the Vizier Exile,Dark_Seer,Gear
Mentor of the Artif Convert Loading Screen,Dark_Seer,Gear
Mini Heroes Loading Screen,Dark_Seer,Gear
Blunderbuss of the Dwarf Engineer,Sniper,Equipment
Blunderbuss of the Longbeard Dwarf Engineer,Sniper,Equipment
Cannon of the Occultist's Pursuit,Sniper,Equipment
Carbine of the Shooting Star,Sniper,Equipment
Dragon's Breath,Sniper,Equipment
Grampa Sharpie's Shin Shooter,Sniper,Equipment
Gunslinger's Rifle,Sniper,Equipment
Hare Hunt Rifle,Sniper,Equipment
Instagib OSP,Sniper,Equipment
Karabin of the Wild West,Sniper,Equipment
Killstealer,Sniper,Equipment
Muh Keen Gun,Sniper,Equipment
Perforator,Sniper,Equipment
Rifle of the Great Safari,Sniper,Equipment
Rifle of the Howling Wolf,Sniper,Equipment
Shatterhand Carbine,Sniper,Equipment
Stonefire,Sniper,Equipment
The Feeder-Eater,Sniper,Equipment
Thud-Gun of the Keen Machine,Sniper,Equipment
Weapon of the Seasoned Expeditionary,Sniper,Equipment
Weapon of the Silver Fox,Sniper,Equipment
Wolfhound Rifle,Sniper,Equipment
Beard of the Hinterland Stalker,Sniper,Equipment
Cap of the Exact Marksman,Sniper,Equipment
Cyclopean Helm of the Keen Machine,Sniper,Equipment
Goggles of the Shooting Star,Sniper,Equipment
Gunslinger's Hat,Sniper,Equipment
Hare Hunt Hat,Sniper,Equipment
Hat of the Howling Wolf,Sniper,Equipment
Hat of the Wild West,Sniper,Equipment
Head of the Seasoned Expeditionary,Sniper,Equipment
Helm of the Dwarf Engineer,Sniper,Equipment
Helm of the Longbeard Dwarf Engineer,Sniper,Equipment
Helm of the Silver Fox,Sniper,Equipment
Hobbly-Bob,Sniper,Equipment
Hunter's Helm,Sniper,Equipment
Sharpshooter's Stache,Sniper,Equipment
Spottin' Goggles,Sniper,Equipment
Top Hat of the Occultist's Pursuit,Sniper,Equipment
Hare Hunt Shoulders,Sniper,Equipment
Heavy Plates of the Keen Machine,Sniper,Equipment
Mantle of the Hinterland Stalker,Sniper,Equipment
Pauldrons of the Occultist's Pursuit,Sniper,Equipment
Pauldrons of the Silver Fox,Sniper,Equipment
Sharpeye's Mementos,Sniper,Equipment
Sharpshooter's Pauldrons,Sniper,Equipment
Shoulder of the Seasoned Expeditionary,Sniper,Equipment
Shoulders of the Shooting Star,Sniper,Equipment
Shoulders of the Wild West,Sniper,Equipment
Spaulder of the Dwarf Engineer,Sniper,Equipment
Spaulder of the Longbeard Dwarf Engineer,Sniper,Equipment
Spaulders of the Exact Marksman,Sniper,Equipment
Spaulders of the Howling Wolf,Sniper,Equipment
Arm of the Exact Marksman,Sniper,Equipment
Armguards of the Dwarf Engineer,Sniper,Equipment
Armguards of the Longbeard Dwarf Engineer,Sniper,Equipment
Arms of the Seasoned Expeditionary,Sniper,Equipment
Bracer and Boots of the Shooting Star,Sniper,Equipment
Bracers of the Howling Wolf,Sniper,Equipment
Bracers of the Occultist's Pursuit,Sniper,Equipment
Bracers of the Seasoned Hunter,Sniper,Equipment
Bracers of the Silver Fox,Sniper,Equipment
Gauntlet of the Hinterland Stalker,Sniper,Equipment
Gloves of the Wild West,Sniper,Equipment
Gunslinger's Bracers,Sniper,Equipment
Hare Hunt Sleeves,Sniper,Equipment
Lucky Bullet of the Keen Machine,Sniper,Equipment
Sharpshooter's Bullet Bracers,Sniper,Equipment
Back of the Seasoned Expeditionary,Sniper,Equipment
Cape of the Dwarf Engineer,Sniper,Equipment
Cape of the Great Safari,Sniper,Equipment
Cape of the Longbeard Dwarf Engineer,Sniper,Equipment
Cape of the Shooting Star,Sniper,Equipment
Cape of the Silver Fox,Sniper,Equipment
Cape of the Wild West,Sniper,Equipment
Cloak of the Exact Marksman,Sniper,Equipment
Full-Bore Bonanza,Sniper,Equipment
Golden Full-Bore Bonanza,Sniper,Equipment
Gramma Sharpie's Smokin' Rug,Sniper,Equipment
Gunslinger's Cape,Sniper,Equipment
Hare Hunt Cape,Sniper,Equipment
Heavy Cloak of the Keen Machine,Sniper,Equipment
Hobbly Cape,Sniper,Equipment
Pack of the Occultist's Pursuit,Sniper,Equipment
Pelt of the Hinterland Stalker,Sniper,Equipment
Pelt of the Howling Wolf,Sniper,Equipment
Sharpshooter's Cloak,Sniper,Equipment
Taunt: Quick Draw!,Sniper,Equipment
Kinetic: Muh Keen Gun,Sniper,Equipment
Crack Shot Loading Screen,Sniper,Gear
Exact Marksman Loading Screen,Sniper,Gear
Hinterland Stalker Loading Screen,Sniper,Gear
Keen Machine Loading Screen,Sniper,Gear
Loading Screen of the Occultist's Pursuit,Sniper,Gear
Mini Heroes Loading Screen,Sniper,Gear
The Dwarf Engineer Loading Screen,Sniper,Gear
The Shooting Star Loading Screen,Sniper,Gear
Golden Nether Lord's Scepter,Pugna,Equipment
Nether Grandmaster's Bite,Pugna,Equipment
Nether Lord's Scepter,Pugna,Equipment
Oblivion Headmaster Wand,Pugna,Equipment
Scepter of the Narcissistic Leech,Pugna,Equipment
Ashborn Horns,Pugna,Equipment
Golden Nether Lord's Hat,Pugna,Equipment
Malefic Nether Focus,Pugna,Equipment
Nether Grandmaster's Points,Pugna,Equipment
Nether Lord's Hat,Pugna,Equipment
Oblivion Headmaster Helmet,Pugna,Equipment
Skull of the Narcissistic Leech,Pugna,Equipment
Armor of the Narcissistic Leech,Pugna,Equipment
Golden Nether Lord's Devourer,Pugna,Equipment
Nether Grandmaster's Covering,Pugna,Equipment
Nether Lord's Devourer,Pugna,Equipment
Oblivion Headmaster Shoulders,Pugna,Equipment
Cape of the Narcissistic Leech,Pugna,Equipment
Nether Grandmaster's Cape,Pugna,Equipment
Nether Lord's Cape,Pugna,Equipment
Oblivion Headmaster Cape,Pugna,Equipment
Belt of the Narcissistic Leech,Pugna,Equipment
Golden Nether Lord's Belt,Pugna,Equipment
Nether Grandmaster's Waistcloth,Pugna,Equipment
Nether Lord's Belt,Pugna,Equipment
Oblivion Headmaster Belt,Pugna,Equipment
Golden Nether Lord's Bracer,Pugna,Equipment
Golden Nether Lord's Cape,Pugna,Equipment
Nether Grandmaster's Bracers,Pugna,Equipment
Nether Lord's Bracer,Pugna,Equipment
Oblivion Headmaster Arms,Pugna,Equipment
Sleeves of the Narcissistic Leech,Pugna,Equipment
Call of the Nether Lotus,Pugna,Equipment
Draining Wight,Pugna,Equipment
Golden Nether Heart,Pugna,Equipment
Nether Grandmaster's Ward,Pugna,Equipment
Nether Heart,Pugna,Equipment
Tentacles of Nether Reach,Pugna,Equipment
Taunt: Check This Out!,Pugna,Equipment
Mini Heroes Loading Screen,Pugna,Gear
Narcissistic Leech Loading Screen,Pugna,Gear
Ancestral Axes of Karroch,Beastmaster,Equipment
Axe of the Stoutheart Growler,Beastmaster,Equipment
Axes of the Chaos Wastes,Beastmaster,Equipment
Axes of the Wild Tamer,Beastmaster,Equipment
Bite of the Chimera's Rage,Beastmaster,Equipment
Chieftain Axes of the Chaos Wastes,Beastmaster,Equipment
Red Talon Axes,Beastmaster,Equipment
Tribal Stone Edge,Beastmaster,Equipment
Twin Scalpers of the West,Beastmaster,Equipment
Ancestral Hair of Karroch,Beastmaster,Equipment
Chieftain Headdress of the West,Beastmaster,Equipment
Chieftain Helm of the Chaos Wastes,Beastmaster,Equipment
Crown of the Chimera's Rage,Beastmaster,Equipment
Helm of the Chaos Wastes,Beastmaster,Equipment
Helm of the Stoutheart Growler,Beastmaster,Equipment
Helm of the Warbeast,Beastmaster,Equipment
Helm of the Wild Tamer,Beastmaster,Equipment
Red Talon Hood,Beastmaster,Equipment
